ID,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE
80,Dealer,0,0,3,BHK,767.0182167,1,1,DN Nagar_Maharashtra,20.742166,80.104602
81,Owner,0,0,4,BHK,2500.0,1,1,Ramprastha_Ghaziabad,28.66667,77.41667
82,Dealer,1,1,4,BHK,2286.2368539999998,0,1,Gomti Nagar Extension_Lucknow,21.0,77.0
83,Owner,0,1,2,BHK,1150.086256,1,1,Sector-74 Noida_Noida,28.577672999999997,77.389781
84,Dealer,0,1,2,BHK,1004.932182,1,1,New Panvel_Mumbai,18.966114,73.148278
85,Owner,0,0,2,BHK,800.0,1,1,Prantik_Kolkata,22.56972,88.36972
86,Dealer,1,0,3,BHK,993.75,0,1,Subhas Pally_Siliguri,26.706157,88.439748
87,Dealer,0,0,2,BHK,1298.139334,1,1,Jatkhedi_Bhopal,23.169982,77.477889
88,Dealer,0,1,2,BHK,996.797438,1,1,Raj Nagar Extension_Ghaziabad,26.900926000000002,75.775927
89,Owner,0,0,2,BHK,985.0194951999999,1,1,CV Raman Nagar_Bangalore,12.985560000000001,77.66389000000001
90,Dealer,0,0,3,BHK,1118.75,1,1,Medavakkam_Chennai,12.91716,80.19287
91,Dealer,0,1,2,BHK,889.8305085000001,1,1,Sector-137 Noida_Noida,28.506453999999998,77.40956800000001
92,Owner,0,0,3,BHK,2738.22563,1,1,Basapura_Bangalore,12.863421,77.652405
93,Dealer,1,1,4,BHK,1725.4901960000002,0,0,Deonar_Maharashtra,19.049513,72.91920400000001
94,Dealer,1,1,3,BHK,2488.004265,0,1,Sector-82 Mohali_Mohali,30.654128000000004,76.732427
95,Dealer,0,0,3,BHK,1200.082764,1,1,Satgachi_Kolkata,23.207157000000002,88.404471
96,Dealer,0,0,2,BHK,1584.283904,1,1,Tilak Nagar_Kanpur,26.459137,79.506922
97,Owner,0,0,2,BHK,900.0,1,1,Kalol_Gandhinagar,23.2257,72.51679
98,Dealer,0,1,2,BHK,1193.440032,1,1,Talegaon_Pune,18.441256,74.647361
99,Owner,0,0,2,BHK,1487.357462,1,1,Mansarovar Extension_Jaipur,26.8626,75.7633
100,Owner,1,1,2,BHK,989.9029895,0,1,Sector-143 Noida_Noida,28.5035,77.426447
101,Dealer,0,0,2,BHK,1155.020213,1,1,Bhandup (West)_Maharashtra,19.147866,72.932609
102,Owner,0,0,2,BHK,949.8931369999999,1,1,Eswaran Koil Street_Pondicherry,11.93,79.83
103,Owner,0,0,2,BHK,875.0,1,1,Sector-78 Noida_Noida,28.560719,77.386208
104,Dealer,0,0,2,BHK,853.3611982000001,1,1,Ananth Nagar_Bangalore,12.96991,77.59796
105,Owner,0,0,1,BHK,483.0917874,1,1,Roha_Raigad,18.4543,73.1147
106,Dealer,0,0,2,BHK,800.0,1,1,Thane West_Maharashtra,19.18,72.96333
107,Owner,0,0,2,BHK,802.0415602999999,1,1,Ankur Vihar_Ghaziabad,28.66667,77.41667
108,Dealer,0,1,2,BHK,610.0660905,1,1,Koyambedu_Chennai,13.069866000000001,80.19842299999999
109,Owner,0,0,3,BHK,1680.107527,1,1,Naveen Nagar_Kanpur,28.861993,78.756315
110,Owner,0,0,2,BHK,1150.136038,1,1,Nirman Nagar_Jaipur,19.980678,79.297436
111,Owner,0,0,3,BHK,1550.114497,1,1,Sector-75 Noida_Noida,28.576117,77.382136
112,Owner,0,0,5,BHK,1699.834163,1,1,Sahibabad_Ghaziabad,28.6711,77.3683
113,Owner,1,0,3,BHK,1600.170685,0,1,Tripunithura_Kochi,9.952439,76.36329649999999
114,Owner,0,0,1,BHK,600.0566091,1,1,Pen_Raigad,18.75,73.08
115,Dealer,0,1,2,BHK,1429.200617,1,1,Sector-66A Mohali_Mohali,30.661103999999998,76.746082
116,Owner,0,0,2,BHK,1115.1379980000002,1,1,Dodda Banaswadi_Bangalore,13.008071000000001,77.65129499999999
117,Dealer,0,0,4,BHK,2750.929368,1,1,Sikandra_Agra,27.216013,77.950834
118,Owner,0,0,3,BHK,1811.1964870000002,1,1,Kanke_Ranchi,23.35556,85.33471999999999
119,Owner,0,0,2,BHK,1045.036079,1,1,Narendrapur_Kolkata,22.43917,88.39583
120,Dealer,0,0,3,BHK,3433.996566,1,1,Sector-65 Gurgaon_Gurgaon,28.403138000000002,77.070052
121,Owner,0,0,3,BHK,1298.219585,1,1,Electronics City Phase 1_Bangalore,12.840956,77.659441
122,Owner,1,1,2,BHK,1109.165207,0,1,Katapady_Udupi,13.278236999999999,74.747328
123,Dealer,1,1,4,BHK,1304.034182,0,0,Kanchpada_Maharashtra,18.96,72.82
124,Dealer,0,1,2,BHK,1041.195111,1,1,Sector-70 Noida_Noida,28.596320000000002,77.38143000000001
125,Dealer,0,0,3,BHK,2135.748916,1,1,Sector 82 Faridabad_Faridabad,28.394375,77.35722700000001
126,Owner,0,1,3,BHK,1850.180505,1,1,Noida Extension_Noida,28.579003999999998,77.431173
127,Dealer,0,0,3,BHK,1665.080875,1,1,Kudasan_Gandhinagar,23.166495,72.63429000000001
128,Owner,0,1,2,BHK,398.2621289,1,1,Purseni_Lucknow,26.707154,80.98234599999999
129,Owner,0,0,2,BHK,1005.025126,1,1,Chandapura_Bangalore,12.800089999999999,77.71181999999999
130,Dealer,0,1,4,BHK,4900.959771,1,1,Kharadi_Pune,18.5438,73.9438
131,Dealer,0,1,2,BHK,1294.0161560000001,1,1,4 Bunglows_Mumbai,19.128324,72.825408
132,Dealer,0,1,3,BHK,1536.806516,1,1,Sector-3 Vaishali_Ghaziabad,28.6423,77.3445
133,Owner,0,0,2,BHK,1123.188406,1,1,Kaggadasapura_Bangalore,12.9816,77.6729
134,Dealer,0,0,2,BHK,800.1939864,1,1,Jhotwara_Jaipur,26.955346000000002,75.73479300000001
135,Dealer,0,1,4,BHK,2655.8073649999997,1,1,Manpada_Maharashtra,19.239813,72.962722
136,Dealer,0,0,3,BHK,1513.775356,1,1,JP Nagar_Bangalore,12.905368,77.580403
137,Owner,0,0,3,BHK,1280.0,1,1,Ponekkara_Kochi,9.930471,76.271273
138,Owner,0,0,1,BHK,410.0678733,1,1,Sector-18 Vrindavan Colony_Lucknow,28.568846,77.324966
139,Dealer,0,0,4,BHK,3429.355281,1,1,Vasna Road_Vadodara,22.312063000000002,72.674296
140,Dealer,0,0,2,BHK,890.0451868999999,1,1,Sector-25 Khandeshhwar_Mumbai,28.582887,77.339935
141,Owner,0,0,2,BHK,977.7082518999999,1,1,Bicholi Mardana_Indore,22.1764,75.8193
142,Dealer,0,0,2,BHK,1099.855282,1,1,Syndicate Bank Colony_Bangalore,12.977126,77.577724
143,Owner,1,0,2,BHK,1050.241272,0,1,Paota_Jodhpur,26.295640000000002,73.03943000000001
144,Dealer,0,1,3,BHK,1400.2418380000001,1,1,Raj Nagar Extension_Ghaziabad,26.900926000000002,75.775927
145,Dealer,0,0,3,BHK,1740.139211,1,1,Sector 19 Kharghar_Mumbai,19.048979,73.078232
146,Dealer,0,1,2,BHK,1149.131767,1,1,Marol_Lalitpur,24.690279999999998,78.41889
147,Dealer,0,0,2,BHK,650.1950585,1,1,Vadavalli_Coimbatore,11.026678,76.903583
148,Owner,0,0,2,BHK,1355.01355,1,1,Gopalpura Bypass_Jaipur,26.878068,75.77985600000001
149,Dealer,0,0,3,BHK,1800.0720030000002,1,1,Rasanna Colony_Bangalore,12.96991,77.59796
150,Dealer,0,1,2,BHK,907.6305221000001,1,1,Taloja_Maharashtra,21.56128,74.21238000000001
151,Dealer,0,0,3,BHK,1636.296021,1,1,Budigere_Bangalore,13.141581,77.749756
152,Owner,0,0,2,BHK,900.2520706,1,1,Tarsali_Vadodara,22.261354,73.215533
153,Owner,0,0,2,BHK,1318.0440230000002,1,1,Doddakannelli_Bangalore,12.905538,77.694263
154,Dealer,0,1,3,BHK,1949.5864510000001,1,1,Sector-88 Mohali_Mohali,30.684523,76.691728
155,Dealer,0,0,3,BHK,1643.36522,1,1,Kakkanad_Kochi,9.930471,76.271273
156,Dealer,0,0,3,BHK,1233.045623,1,1,Kanjur Marg (East)_Maharashtra,18.96,72.82
157,Dealer,0,0,1,BHK,655.0802139,1,1,Sector 20 Ulwe_Maharashtra,18.964489,73.019574
158,Owner,0,0,2,BHK,1180.173092,1,1,Ferrar Nagar_Bangalore,12.96991,77.59796
159,Owner,0,0,3,BHK,1200.0872789999999,1,1,Sahibabad_Ghaziabad,28.6711,77.3683
160,Dealer,0,0,4,BHK,6974.645114,1,1,New Alipore_Kolkata,22.530279999999998,88.33417
161,Owner,1,1,4,BHK,2700.075602,0,1,Sector-98 Noida_Noida,28.535689,77.35967099999999
162,Owner,0,0,2,BHK,850.0991782,1,1,Ajmer Road_Jaipur,26.928784999999998,75.828002
163,Dealer,1,1,4,BHK,2636.296531,0,1,Konanakunte_Bangalore,12.8855,77.5638
164,Owner,0,0,2,BHK,900.0163639,1,1,Roopena Agrahara_Bangalore,12.928575,77.58572099999999
165,Dealer,1,0,4,BHK,2472.952087,0,1,NIBM_Pune,18.475864,73.89000899999999
166,Dealer,0,0,2,BHK,904.0656205,1,1,Suraksha Nagar_Bangalore,20.098413,79.10786
167,Dealer,1,1,1,BHK,265.0033933,0,1,Andheri (East)_Lalitpur,19.1145,72.8712
168,Dealer,1,1,3,BHK,1570.306924,0,1,Tonk Road_Jaipur,26.16667,75.78333
169,Dealer,0,0,2,BHK,955.4140127000001,1,1,Hiranandani Estate_Lalitpur,19.255098,72.9815265
170,Dealer,0,0,2,BHK,1000.0,1,1,Sector-53 Noida_Noida,28.593566,77.362752
171,Dealer,0,0,4,BHK,2494.747899,1,1,Kadugodi_Bangalore,12.995285,77.766797
172,Owner,0,0,2,BHK,1150.1303480000001,1,1,Villivakkam Near ICF Bus Stand_Chennai,13.1101,80.2095
173,Dealer,0,0,2,BHK,1210.136674,1,1,Kamothe_Mumbai,19.0168,73.09646
174,Dealer,0,0,2,BHK,1365.001365,1,1,Sector-11 Ghansoli_Mumbai,19.126499,72.99956
175,Dealer,1,1,2,BHK,499.6366279,0,0,Hiranandani Estate_Maharashtra,19.255098,72.9815265
176,Dealer,0,0,2,BHK,1050.144395,1,1,Manjalpur_Vadodara,22.271214,73.188827
177,Owner,0,0,1,BHK,476.0204688999999,1,1,Madanandapuram_Chennai,13.020957000000001,80.152774
178,Dealer,0,0,2,BHK,985.452839,1,1,Hajipur_Noida,28.538774,77.366515
179,Dealer,0,0,2,BHK,1045.296167,1,1,Sector 77 Faridabad_Faridabad,28.368269,77.37273
180,Dealer,1,1,2,BHK,1301.89498,0,1,Sarjapur Road_Bangalore,12.86,77.786
181,Owner,0,0,2,BHK,2000.0,1,1,Alwar Bypass Road_Bhiwadi,28.2102,76.8606
182,Dealer,1,1,4,BHK,4465.709729,0,1,Sector-108 Noida_Noida,28.526623999999998,77.37671800000001
183,Dealer,0,0,2,BHK,1192.0,1,1,Nayapalli_Bhubaneswar,20.286571,85.810906
184,Dealer,1,0,3,BHK,1846.1538460000002,0,0,New Town_Kolkata,22.5922,88.484911
185,Dealer,1,0,1,BHK,448.5310608,0,1,Kanjur Marg (East)_Mumbai,19.221571,73.042474
186,Owner,0,0,2,BHK,750.0604887000001,1,1,Gyan Khand 2_Ghaziabad,28.66667,77.41667
187,Dealer,0,0,2,BHK,1060.0706710000002,1,1,Roadpali_Maharashtra,19.040066,73.115347
188,Dealer,0,1,3,BHK,1415.09434,1,1,Electronic City Phase II_Bangalore,12.8458,77.6727
189,Dealer,0,0,2,BHK,1160.062565,1,1,Sector-35G Kharghar_Maharashtra,18.96,72.82
190,Dealer,0,0,3,BHK,1690.024732,1,1,Goregaon (East)_Lalitpur,19.1615,72.8731
191,Owner,1,0,3,BHK,1672.762741,0,1,Sector-143B Noida_Noida,28.495803000000002,77.42684799999999
192,Owner,0,0,2,BHK,1315.265046,1,1,RM Park_Valsad,20.606469,72.913465
193,Dealer,0,0,1,BHK,650.026001,1,1,Kalyan (West)_Mumbai,19.245347,73.124577
194,Owner,0,0,1,BHK,540.1755571,1,1,Saphale_Palghar,19.585537,72.83686800000001
195,Dealer,0,0,3,BHK,1830.065359,1,1,Suraksha Nagar_Bangalore,20.098413,79.10786
196,Dealer,0,0,3,BHK,1575.157516,1,1,Judges Enclave_Ghaziabad,28.66667,77.41667
197,Dealer,0,0,3,BHK,1530.0,1,1,Harlur Road_Bangalore,12.904179,77.665897
198,Owner,0,0,2,BHK,619.6377502,1,1,Byagadadhenahalli_Bangalore,12.758604,77.700377
199,Owner,0,0,4,BHK,2200.0,1,1,Citylight Area_Surat,21.17,72.83
200,Dealer,0,0,3,BHK,1757.188498,1,1,Action Area IID_Kolkata,40.67197199,-86.15292909
201,Dealer,0,1,2,BHK,1087.885617,1,1,Manpada_Mumbai,19.239813,72.962722
202,Owner,0,0,2,BHK,1199.862873,1,1,Doddakallasandra_Bangalore,12.880993,77.557654
203,Owner,0,0,2,BHK,1265.035255,1,1,Bhuvaneshwari Nagar_Bangalore,13.033421,77.603954
204,Dealer,0,0,2,BHK,676.0453302,1,1,Ganganagar_Kolkata,22.301625,88.242147
205,Owner,0,0,2,BHK,800.0,1,1,Mohan Nagar_Ghaziabad,28.678014,77.38296
206,Owner,0,0,2,BHK,750.0750075,1,1,Maheshtala_Kolkata,22.486821,88.233267
207,Dealer,0,1,2,BHK,1500.0,1,0,Anna Nagar West_Chennai,13.086769,80.191135
208,Dealer,0,0,3,BHK,1814.285714,1,1,Khandagiri_Bhubaneswar,20.257482999999997,85.780142
209,Dealer,0,1,3,BHK,1195.652174,1,1,Ghodbunder Road_Lalitpur,24.690279999999998,78.41889
210,Dealer,0,0,3,BHK,1395.032324,1,1,Raj Nagar Extension_Ghaziabad,26.900926000000002,75.775927
211,Owner,0,0,2,BHK,850.1594049,1,1,Palghar_Palghar,19.696531,72.767746
212,Dealer,0,0,2,BHK,909.4339623,1,1,Keelkattalai_Chennai,12.957707000000001,80.18367099999999
213,Owner,1,0,2,BHK,910.0937672,0,1,Ramna_Varanasi,25.248438,83.014116
214,Dealer,0,0,3,BHK,1850.0703030000002,1,1,Aga Abbas Ali Road_Bangalore,12.96991,77.59796
215,Dealer,0,1,3,BHK,2069.857697,1,1,Sector-107 Noida_Noida,28.546788,77.37849399999999
216,Dealer,0,1,2,BHK,820.0082001000001,1,1,Thane West_Mumbai,19.18,72.96333
217,Dealer,0,0,2,BHK,1241.8075199999998,1,1,Sargasan_Gandhinagar,23.182972,72.611485
218,Dealer,0,1,3,BHK,1014.120668,1,0,Kharadi_Maharashtra,18.5438,73.9438
219,Dealer,0,0,4,BHK,2302.158273,1,1,Sector-70 Mohali_Mohali,30.697795000000003,76.714722
220,Dealer,0,0,2,BHK,900.0782677000001,1,1,Sector 35I Kharghar_Lalitpur,24.690279999999998,78.41889
221,Builder,1,0,2,BHK,898.5074627,0,0,Jalukbari_Guwahati,26.154874,91.670312
222,Dealer,0,0,3,BHK,2235.294118,1,1,C-Scheme_Jaipur,26.91667,75.86667
223,Dealer,0,0,3,BHK,1350.0,1,1,Sector-50 Noida_Noida,28.5679,77.3679
224,Dealer,0,1,2,BHK,1100.110011,1,1,Warje_Pune,18.485487,73.80377299999999
225,Dealer,0,1,1,BHK,612.1199755,1,1,Mambakkam_Chennai,12.8356,80.1682
226,Owner,0,0,2,BHK,1100.3521130000001,1,1,Sai Nagar_Amravati,20.892132999999998,77.741664
227,Dealer,0,1,5,BHK,5194.805195,1,1,Sector-128 Noida_Noida,28.522931,77.357078
228,Dealer,0,0,3,BHK,1475.2567689999998,1,1,Sector-137 Noida_Noida,28.506453999999998,77.40956800000001
229,Dealer,0,1,4,BHK,2780.1911379999997,1,1,Sector-79 Noida_Noida,28.558047,77.392752
230,Builder,1,0,1,BHK,300.0260892,0,0,Kachimet_Lalitpur,24.690279999999998,78.41889
231,Owner,0,0,2,BHK,1000.0,1,1,Venkojipalem_Visakhapatnam,17.7,83.25
232,Dealer,0,0,2,BHK,1532.720245,1,1,Goregaon (East)_Mumbai,19.1615,72.8731
233,Dealer,1,1,2,BHK,995.8314034,0,0,Sevasi_Vadodara,22.311323,73.121275
234,Dealer,0,0,3,BHK,1646.706587,1,0,Sector-90 Gurgaon_Gurgaon,28.406794,76.936447
235,Dealer,0,0,4,BHK,2350.965575,1,1,Sunny Enclave_Mohali,30.664299,76.817624
236,Owner,0,0,3,BHK,534.061239,1,1,Sector 55 Faridabad_Faridabad,28.34532,77.299035
237,Dealer,1,1,2,BHK,1100.0,0,1,Majiwada_Mumbai,19.218498,72.992114
238,Dealer,0,0,3,BHK,1968.888889,1,1,GS Road_Guwahati,26.16667,91.76666999999999
239,Dealer,0,1,3,BHK,2196.354052,1,1,Sector-110 Noida_Noida,28.536585,77.383669
240,Dealer,0,1,4,BHK,2400.0,1,1,Laxmi Nagar_Mumbai,22.281215,70.789479
241,Dealer,0,0,2,BHK,1650.252861,1,1,Hadapsar_Pune,18.49667,73.94167
242,Dealer,1,1,2,BHK,632.0572844999999,0,0,Vasai East_Mumbai,19.402549,72.85441800000001
243,Owner,0,0,2,BHK,1034.965035,1,1,Chinhat_Lucknow,26.882832,81.033767
244,Dealer,0,0,2,BHK,965.0439631,1,1,kavesar_Maharashtra,18.96,72.82
245,Builder,1,1,2,BHK,600.5495224,0,0,Sus_Lalitpur,24.690279999999998,78.41889
246,Dealer,0,0,2,BHK,984.8484847999999,1,1,Hiranandani Estate_Mumbai,19.255098,72.9815265
247,Dealer,0,0,3,BHK,1700.060716,1,1,Chembur_Mumbai,19.05871,72.89969
248,Dealer,0,1,1,BHK,546.0145603999999,1,0,Thane West_Mumbai,19.18,72.96333
249,Dealer,0,0,2,BHK,1195.499297,1,1,Karamsad_Anand,22.55,72.9
250,Dealer,1,1,3,BHK,1677.4685470000002,0,1,Thakur Village_Mumbai,18.914541,72.818211
251,Dealer,0,1,3,BHK,1699.7167140000001,1,1,Crossing Republik_Ghaziabad,28.629811,77.434197
252,Dealer,0,0,2,BHK,1075.027996,1,1,sector-121 Noida_Noida,28.602325,77.40199399999999
253,Dealer,1,1,1,BHK,485.79007199999995,0,0,Balkum_Mumbai,19.222101000000002,72.988231
254,Owner,0,0,2,BHK,929.8998569,1,1,Rajarajeshwari Nagar_Bangalore,12.919423,77.522774
255,Dealer,0,0,3,BHK,1438.021283,1,1,Hiranandani Gardens - Powai_Lalitpur,19.124896,72.89350300000001
256,Dealer,0,0,5,BHK,5299.9548939999995,1,1,Iblur Village_Bangalore,12.91668,77.59196
257,Dealer,0,1,2,BHK,1020.181859,1,1,Thanisandra_Bangalore,13.055985,77.622157
258,Owner,0,0,2,BHK,1070.135002,1,1,Vaishali_Ghaziabad,28.6423,77.3445
259,Owner,0,0,2,BHK,2400.3840609999997,1,1,Tiruchanur_Tirupati,13.603543,79.460402
260,Owner,0,0,3,BHK,1767.388826,1,1,Kompally_Secunderabad,17.546483,78.480303
261,Builder,1,1,1,BHK,524.0,0,0,Tathawade_Pune,18.6182,73.7447
262,Dealer,1,1,2,BHK,923.7875288999999,0,1,Sector-63A Gurgaon_Gurgaon,28.359199,76.836683
263,Dealer,0,0,3,BHK,1657.275439,1,1,Banashankari Stage VI_Bangalore,12.9223,77.5532
264,Dealer,0,0,2,BHK,680.0,1,1,Mulund (West)_Lalitpur,19.1759,72.9522
